base	size	type	protect	module	diff_pages	diff_bytes	diff_ratio	first_diff	entropy	file_off	file_on
0x0000028990e80000	0xb4000	PRIVATE	READWRITE		19	18093	0.02454020	0x0000028990e80000	2.514	region_0599_0x0000028990e80000_0xb4000_PRIVATE_READWRITE.bin	region_0589_0x0000028990e80000_0xb4000_PRIVATE_READWRITE.bin
0x00000289e2f50000	0x30000	PRIVATE	READWRITE		6	5171	0.02630107	0x00000289e2f62000	3.412	region_6270_0x00000289e2f50000_0x30000_PRIVATE_READWRITE.bin	region_6278_0x00000289e2f50000_0x30000_PRIVATE_READWRITE.bin
0x000002899b140000	0x10000	PRIVATE	READWRITE		6	1762	0.02688599	0x000002899b140000	4.260	region_1131_0x000002899b140000_0x10000_PRIVATE_READWRITE.bin	region_1125_0x000002899b140000_0x10000_PRIVATE_READWRITE.bin
0x000002899a9b0000	0x30000	PRIVATE	READWRITE		15	5662	0.02879842	0x000002899a9b0000	3.876	region_1032_0x000002899a9b0000_0x30000_PRIVATE_READWRITE.bin	region_1026_0x000002899a9b0000_0x30000_PRIVATE_READWRITE.bin
0x000002898db20000	0x1dc000	PRIVATE	READWRITE		36	57029	0.02925020	0x000002898dbc8000	0.008	region_0585_0x000002898db20000_0x1dc000_PRIVATE_READWRITE.bin	region_0573_0x000002898db20000_0x1dc000_PRIVATE_READWRITE.bin
0x0000028982420000	0x10000	PRIVATE	READWRITE		3	1919	0.02928162	0x0000028982423000	1.786	region_0220_0x0000028982420000_0x10000_PRIVATE_READWRITE.bin	region_0208_0x0000028982420000_0x10000_PRIVATE_READWRITE.bin
0x00000289ff2f0000	0x20000	PRIVATE	READWRITE		4	4296	0.03277588	0x00000289ff2f0000	3.176	region_6814_0x00000289ff2f0000_0x20000_PRIVATE_READWRITE.bin	region_6824_0x00000289ff2f0000_0x20000_PRIVATE_READWRITE.bin
0x00000289824e0000	0x10000	PRIVATE	READWRITE		4	2151	0.03282166	0x00000289824e0000	2.635	region_0228_0x00000289824e0000_0x10000_PRIVATE_READWRITE.bin	region_0216_0x00000289824e0000_0x10000_PRIVATE_READWRITE.bin
0x000002899d73d000	0xd8000	PRIVATE	READWRITE		18	29838	0.03372531	0x000002899d76d000	2.940	region_1534_0x000002899d73d000_0xd8000_PRIVATE_READWRITE.bin	region_1527_0x000002899d73d000_0xd8000_PRIVATE_READWRITE.bin
0x000002899d679000	0xba000	PRIVATE	READWRITE		12	25889	0.03398149	0x000002899d68c000	4.404	region_1533_0x000002899d679000_0xba000_PRIVATE_READWRITE.bin	region_1526_0x000002899d679000_0xba000_PRIVATE_READWRITE.bin
0x00000289995b0000	0x30000	PRIVATE	READWRITE		9	7109	0.03615824	0x00000289995d0000	0.513	region_0853_0x00000289995b0000_0x30000_PRIVATE_READWRITE.bin	region_0847_0x00000289995b0000_0x30000_PRIVATE_READWRITE.bin
0x000000af4684a000	0x6000	PRIVATE	READWRITE		2	901	0.03666178	0x000000af4684e000	3.071	region_0087_0x000000af4684a000_0x6000_PRIVATE_READWRITE.bin	region_0075_0x000000af4684a000_0x6000_PRIVATE_READWRITE.bin
0x0000028982150000	0x10000	PRIVATE	READWRITE		3	2475	0.03776550	0x0000028982159000	0.737	region_0187_0x0000028982150000_0x10000_PRIVATE_READWRITE.bin	region_0175_0x0000028982150000_0x10000_PRIVATE_READWRITE.bin
0x00007ff417f60000	0x410000	PRIVATE	READWRITE		51	162902	0.03824134	0x00007ff417f60000	5.692	region_7101_0x00007ff417f60000_0x410000_PRIVATE_READWRITE.bin	region_7111_0x00007ff417f60000_0x410000_PRIVATE_READWRITE.bin
0x000002899cc62000	0xba000	PRIVATE	READWRITE		12	30373	0.03986711	0x000002899cc8c000	3.175	region_1520_0x000002899cc62000_0xba000_PRIVATE_READWRITE.bin	region_1513_0x000002899cc62000_0xba000_PRIVATE_READWRITE.bin
0x00000289ffbe0000	0x10000	PRIVATE	READWRITE		2	2634	0.04019165	0x00000289ffbe1000	1.196	region_6887_0x00000289ffbe0000_0x10000_PRIVATE_READWRITE.bin	region_6897_0x00000289ffbe0000_0x10000_PRIVATE_READWRITE.bin
0x00000289ffbd0000	0x10000	PRIVATE	READWRITE		8	2644	0.04034424	0x00000289ffbd5000	1.914	region_6886_0x00000289ffbd0000_0x10000_PRIVATE_READWRITE.bin	region_6896_0x00000289ffbd0000_0x10000_PRIVATE_READWRITE.bin
0x00000289824b0000	0x10000	PRIVATE	READWRITE		5	2847	0.04344177	0x00000289824bb000	0.503	region_0226_0x00000289824b0000_0x10000_PRIVATE_READWRITE.bin	region_0214_0x00000289824b0000_0x10000_PRIVATE_READWRITE.bin
0x00000289ea810000	0x10000	PRIVATE	READWRITE		3	2878	0.04391479	0x00000289ea817000	2.563	region_6354_0x00000289ea810000_0x10000_PRIVATE_READWRITE.bin	region_6362_0x00000289ea810000_0x10000_PRIVATE_READWRITE.bin
0x00000289e7690000	0x40000	PRIVATE	READWRITE		19	11643	0.04441452	0x00000289e7690000	2.875	region_6329_0x00000289e7690000_0x40000_PRIVATE_READWRITE.bin	region_6337_0x00000289e7690000_0x40000_PRIVATE_READWRITE.bin
0x00000289cc6d0000	0x10000	PRIVATE	READWRITE		2	2913	0.04444885	0x00000289cc6dd000	6.177	region_3696_0x00000289cc6d0000_0x10000_PRIVATE_READWRITE.bin	region_3704_0x00000289cc6d0000_0x10000_PRIVATE_READWRITE.bin
0x000000af49f2a000	0x6000	PRIVATE	READWRITE		6	1338	0.05444336	0x000000af49f2a000	1.991	region_0166_0x000000af49f2a000_0x6000_PRIVATE_READWRITE.bin	region_0154_0x000000af49f2a000_0x6000_PRIVATE_READWRITE.bin
0x00000289e1fd8000	0x8b000	PRIVATE	READWRITE		11	31459	0.05525482	0x00000289e1feb000	2.550	region_6222_0x00000289e1fd8000_0x8b000_PRIVATE_READWRITE.bin	region_6230_0x00000289e1fd8000_0x8b000_PRIVATE_READWRITE.bin
0x00000289820c0000	0x10000	PRIVATE	READWRITE		4	3911	0.05967712	0x00000289820c6000	0.819	region_0181_0x00000289820c0000_0x10000_PRIVATE_READWRITE.bin	region_0169_0x00000289820c0000_0x10000_PRIVATE_READWRITE.bin
0x00000289e5190000	0x10000	PRIVATE	READWRITE		3	4293	0.06550598	0x00000289e519c000	3.618	region_6290_0x00000289e5190000_0x10000_PRIVATE_READWRITE.bin	region_6298_0x00000289e5190000_0x10000_PRIVATE_READWRITE.bin
0x00000289ffaa0000	0x30000	PRIVATE	READWRITE		19	13778	0.07007853	0x00000289ffaad000	1.191	region_6875_0x00000289ffaa0000_0x30000_PRIVATE_READWRITE.bin	region_6885_0x00000289ffaa0000_0x30000_PRIVATE_READWRITE.bin
0x00000289e5270000	0x10000	PRIVATE	READWRITE		4	4651	0.07096863	0x00000289e5271000	4.327	region_6297_0x00000289e5270000_0x10000_PRIVATE_READWRITE.bin	region_6305_0x00000289e5270000_0x10000_PRIVATE_READWRITE.bin
0x0000028999410000	0x30000	PRIVATE	READWRITE		6	14160	0.07202148	0x0000028999414000	2.219	region_0842_0x0000028999410000_0x30000_PRIVATE_READWRITE.bin	region_0836_0x0000028999410000_0x30000_PRIVATE_READWRITE.bin
0x00000289f8250000	0x20000	PRIVATE	READWRITE		5	10264	0.07830811	0x00000289f825c000	6.198	region_6741_0x00000289f8250000_0x20000_PRIVATE_READWRITE.bin	region_6749_0x00000289f8250000_0x20000_PRIVATE_READWRITE.bin
0x00000289ffad0000	0x10000	PRIVATE	READWRITE		10	5301	0.08088684	0x00000289ffad2000	1.567	region_6876_0x00000289ffad0000_0x10000_PRIVATE_READWRITE.bin	region_6886_0x00000289ffad0000_0x10000_PRIVATE_READWRITE.bin
0x000000af48f0e000	0x2000	PRIVATE	READWRITE		2	744	0.09082031	0x000000af48f0e000	1.302	region_0137_0x000000af48f0e000_0x2000_PRIVATE_READWRITE.bin	region_0125_0x000000af48f0e000_0x2000_PRIVATE_READWRITE.bin
0x00000289824c0000	0x20000	PRIVATE	READWRITE		20	12767	0.09740448	0x00000289824c0000	1.892	region_0227_0x00000289824c0000_0x20000_PRIVATE_READWRITE.bin	region_0215_0x00000289824c0000_0x20000_PRIVATE_READWRITE.bin
0x00000289995e0000	0x10000	PRIVATE	READWRITE		3	7023	0.10716248	0x00000289995e1000	3.428	region_0854_0x00000289995e0000_0x10000_PRIVATE_READWRITE.bin	region_0848_0x00000289995e0000_0x10000_PRIVATE_READWRITE.bin
0x0000028982120000	0x10000	PRIVATE	READWRITE		3	7370	0.11245728	0x0000028982128000	1.816	region_0184_0x0000028982120000_0x10000_PRIVATE_READWRITE.bin	region_0172_0x0000028982120000_0x10000_PRIVATE_READWRITE.bin
0x00000289f2c40000	0x20000	PRIVATE	READWRITE		7	15348	0.11709595	0x00000289f2c4f000	4.147	region_6675_0x00000289f2c40000_0x20000_PRIVATE_READWRITE.bin	region_6683_0x00000289f2c40000_0x20000_PRIVATE_READWRITE.bin
0x00000289e5180000	0x10000	PRIVATE	READWRITE		5	7773	0.11860657	0x00000289e5183000	3.019	region_6289_0x00000289e5180000_0x10000_PRIVATE_READWRITE.bin	region_6297_0x00000289e5180000_0x10000_PRIVATE_READWRITE.bin
0x0000028999490000	0x30000	PRIVATE	READWRITE		10	23469	0.11936951	0x00000289994b5000	0.742	region_0844_0x0000028999490000_0x30000_PRIVATE_READWRITE.bin	region_0838_0x0000028999490000_0x30000_PRIVATE_READWRITE.bin
0x00000289e5260000	0x10000	PRIVATE	READWRITE		5	15658	0.23892212	0x00000289e5266000	5.157	region_6296_0x00000289e5260000_0x10000_PRIVATE_READWRITE.bin	region_6304_0x00000289e5260000_0x10000_PRIVATE_READWRITE.bin
0x00007ff41a2b0000	0x50000	PRIVATE	READWRITE		33	130528	0.39833984	0x00007ff41a2d0000	7.936	region_7132_0x00007ff41a2b0000_0x50000_PRIVATE_READWRITE.bin	region_7142_0x00007ff41a2b0000_0x50000_PRIVATE_READWRITE.bin
0x00000289ff320000	0x20000	PRIVATE	READWRITE		15	52421	0.39994049	0x00000289ff324000	4.619	region_6816_0x00000289ff320000_0x20000_PRIVATE_READWRITE.bin	region_6826_0x00000289ff320000_0x20000_PRIVATE_READWRITE.bin
0x0000028999570000	0x2000	PRIVATE	READWRITE		1	3733	0.45568848	0x0000028999570000	4.001	region_0851_0x0000028999570000_0x2000_PRIVATE_READWRITE.bin	region_0845_0x0000028999570000_0x2000_PRIVATE_READWRITE.bin
0x00000289e7300000	0x30000	PRIVATE	READWRITE		33	115724	0.58860270	0x00000289e7300000	6.911	region_6307_0x00000289e7300000_0x30000_PRIVATE_READWRITE.bin	region_6315_0x00000289e7300000_0x30000_PRIVATE_READWRITE.bin
0x0000028999560000	0x3000	MAPPED	READWRITE		3	7426	0.60432943	0x0000028999560000	5.099	region_0850_0x0000028999560000_0x3000_MAPPED_READWRITE.bin	region_0844_0x0000028999560000_0x3000_MAPPED_READWRITE.bin
0x00000289e72c0000	0x30000	PRIVATE	READWRITE		33	130498	0.66374715	0x00000289e72c1000	7.947	region_6305_0x00000289e72c0000_0x30000_PRIVATE_READWRITE.bin	region_6313_0x00000289e72c0000_0x30000_PRIVATE_READWRITE.bin
0x00000289d2870000	0x30000	PRIVATE	READWRITE		39	130783	0.66519674	0x00000289d2870000	7.943	region_5174_0x00000289d2870000_0x30000_PRIVATE_READWRITE.bin	region_5181_0x00000289d2870000_0x30000_PRIVATE_READWRITE.bin
0x00000289e72f0000	0x10000	PRIVATE	READWRITE		13	51748	0.78961182	0x00000289e72f3000	7.380	region_6306_0x00000289e72f0000_0x10000_PRIVATE_READWRITE.bin	region_6314_0x00000289e72f0000_0x10000_PRIVATE_READWRITE.bin
0x00000289ff340000	0x20000	PRIVATE	READWRITE		29	115078	0.87797546	0x00000289ff340000	7.363	region_6817_0x00000289ff340000_0x20000_PRIVATE_READWRITE.bin	region_6827_0x00000289ff340000_0x20000_PRIVATE_READWRITE.bin
